,mention,obj,prob,pmid
199,cancers,disease,0.9999936819076538,35320940
200,liver,disease,0.7795290946960449,35320940
201,colorectal cancer,disease,0.9999967217445374,35320940
202,CRC,disease,0.999993085861206,35320940
203,T cell immunoglobulin,gene,0.9968196749687195,35320940
204,immunoreceptor tyrosine-based inhibitory motif domain,gene,0.9677003622055054,35320940
205,tyrosine,drug,0.8032366633415222,35320940
206,TIGIT,gene,0.9943430423736572,35320940
207,TIGIT,gene,0.9968299269676208,35320940
208,TIGIT,gene,0.995064914226532,35320940
209,TIGIT,gene,0.988623857498169,35320940
210,mouse,species,0.9794852137565613,35320940
211,TIGIT,gene,0.9920269846916199,35320940
212,tumor,disease,0.9998332262039185,35320940
213,mice,species,0.9581644535064697,35320940
214,tumor-infiltrating lymphocytes,cell_type,0.7235457897186279,35320940
215,tumor,disease,0.9645527005195618,35320940
216,TILs,cell_type,0.8543760776519775,35320940
217,CD8(+) T cells,cell_line,0.9641110897064209,35320940
218,CD8(+),gene,0.9020556211471558,35320940
219,single,RNA,0.5842714905738831,35320940
220,anti-TIGIT,gene,0.8869724273681641,35320940
221,TIGIT,gene,0.9894766807556152,35320940
222,immune cells,cell_type,0.6858959794044495,35320940
223,TIGIT,gene,0.9954131245613098,35320940
224,tumor,disease,0.9993244409561157,35320940
225,MC38 tumor,cell_line,0.7319202423095703,35320940
226,MC38,disease,0.9635524749755859,35320940
227,tumor,disease,0.775503933429718,35320940
228,TIGIT,gene,0.9903171062469482,35320940
229,CD8,cell_line,0.5659260749816895,35320940
230,CD8(+) TILs,cell_type,0.9178329706192017,35320940
231,CD8(+,gene,0.7114631533622742,35320940
232,myeloid cells,cell_type,0.8256793022155762,35320940
233,tumor,disease,0.9997327923774719,35320940
234,scRNA,RNA,0.6129092574119568,35320940
235,TIGIT,gene,0.9918713569641113,35320940
236,liver,disease,0.8999484181404114,35320940
237,CRC,disease,0.999725878238678,35320940
238,"1,25(OH)(2)D(3)",drug,0.9995805621147156,35318258
239,human,species,0.9907022714614868,35318258
240,vitamin D,drug,0.9997702240943909,35318258
241,tumors,disease,0.9999973773956299,35318258
242,Dysfunctional T cells,cell_type,0.7833480834960938,35318258
243,patients,species,0.9498797059059143,35318258
244,tumor,disease,0.9999957084655762,35318258
245,immune checkpoint receptors,gene,0.7103491425514221,35318258
246,ICRs,gene,0.8736789226531982,35318258
247,vitamin D,drug,0.9995682835578918,35318258
248,patients,species,0.9695953130722046,35318258
249,cancer,disease,0.9999924898147583,35318258
250,cytotoxic T-cell,cell_type,0.8447406888008118,35318258
251,patients,species,0.950166642665863,35318258
252,non-small cell lung cancer,disease,0.9999992847442627,35318258
253,NSCLC,disease,0.9999986886978149,35318258
254,Patients,species,0.8941896557807922,35318258
255,NSCLC,disease,0.9991320967674255,35318258
256,docetaxel,drug,0.9962704181671143,35318258
257,rocaltrol,drug,0.9983254075050354,35318258
258,T-cell,cell_type,0.8456409573554993,35318258
259,Vitamin D,drug,0.9994171857833862,35318258
260,Vitamin D receptor,gene,0.989865243434906,35318258
261,VDR,gene,0.9907976388931274,35318258
262,CD8(+) and V2(+) T cells,cell_line,0.8217134475708008,35318258
263,CD8,gene,0.6569867730140686,35318258
264,Cas9,gene,0.91788649559021,35318258
265,gRNA,RNA,0.7200073003768921,35318258
266,"1,25(OH)(2)D(3)",drug,0.999769389629364,35318258
267,VDR,gene,0.9960724115371704,35318258
268,ICRs,DNA,0.8834050893783569,35318258
269,T cells,cell_type,0.7630905508995056,35318258
270,vitamin D,drug,0.9992799162864685,35318258
271,programmed cell death-1,gene,0.9941368699073792,35318258
272,PD-1,gene,0.9912056922912598,35318258
273,T-cell,cell_type,0.85685133934021,35318258
274,immunoreceptor with,gene,0.7266239523887634,35318258
275,Ig,gene,,35318258
276,ITIM,gene,0.667246401309967,35318258
277,TIGIT,gene,0.9947658777236938,35318258
278,T-cell immunoglobulin and mucin-domain containing-3,gene,0.9945231676101685,35318258
279,Tim-3,gene,0.9976392388343811,35318258
280,CD28,gene,0.9943742752075195,35318258
281,CD8(+) and V9V2(+) T cells,cell_type,0.8916657567024231,35318258
282,CD8,gene,0.9221770763397217,35318258
283,V9V2,gene,0.7169207334518433,35318258
284,patients,species,0.9125115275382996,35318258
285,NSCLC,disease,0.9997783303260803,35318258
286,"1,25(OH)(2)D(3)",drug,0.9910569787025452,35318258
287,vitamin D,drug,0.9992278814315796,35318258
288,VDR,gene,0.9875354170799255,35318258
289,promoter region,DNA,0.6143693923950195,35318258
290,Pdcd1,gene,0.9946185350418091,35318258
291,Tim3,gene,0.992489218711853,35318258
292,Tigit genes,gene,0.9964233636856079,35318258
293,"1,25(OH)(2)D(3)",drug,0.9993873238563538,35318258
294,CpG island,DNA,0.7940868139266968,35318258
295,CpG,drug,0.6025513410568237,35318258
296,promoter region,DNA,0.7745562791824341,35318258
297,Pdcd1 gene,gene,0.9133061170578003,35318258
298,H3K27,gene,0.9878410696983337,35318258
299,promoter region,DNA,0.6671648025512695,35318258
300,Cd28 gene,gene,0.9966077208518982,35318258
301,PD-1,gene,0.9782788157463074,35318258
302,CD28,gene,0.9752638339996338,35318258
303,VDR,gene,0.9831585884094238,35318258
304,Ca(2+),drug,0.9996826648712158,35318258
305,T,cell_type,0.8520845770835876,35318258
306,T-cell receptor,gene,0.8497836589813232,35318258
307,"1,25(OH)(2)D(3)",drug,0.9995833039283752,35318258
308,CD8(+) T cells,cell_line,0.9584766030311584,35318258
309,CD8(+,gene,0.6943903565406799,35318258
310,V9V2(+) T cells,cell_type,0.45539775490760803,35318258
311,Th1,gene,0.6211041808128357,35318258
312,"1,25(OH)(2)D(3)",drug,0.9991567134857178,35318258
313,PD-1,gene,0.9952685236930847,35318258
314,Tim-3,gene,0.9970704317092896,35318258
315,TIGIT,gene,0.994339644908905,35318258
316,CD28,gene,0.9781060218811035,35318258
317,cytotoxic T,cell_line,0.5545055866241455,35318258
318,cytotoxic T cells,cell_type,0.715292751789093,35318258
319,patients,species,0.9110234975814819,35318258
320,NSCLC,disease,0.9999114274978638,35318258
321,"1,25(OH)(2)D(3)",drug,0.9995524883270264,35318258
322,human cytotoxic,cell_line,0.8094378113746643,35318258
323,human,species,0.789027988910675,35318258
324,T cells,cell_type,0.8653538227081299,35318258
325,patients,species,0.9461826086044312,35318258
326,tumor,disease,0.9999974966049194,35318258
327,NK-cell,cell_type,0.8981425166130066,35314434
328,tumor,disease,0.9999946355819702,35314434
329,patients,species,0.9831651449203491,35314434
330,antitumor T-cell,cell_type,0.7030217051506042,35314434
331,tumor,disease,0.9999439716339111,35314434
332,ataxia telangiectasia,disease,0.999997079372406,35314434
333,Rad3-related kinase,gene,0.9904968738555908,35314434
334,human papillomavirus,species,0.725570559501648,35314434
335,murine,species,0.7998501062393188,35314434
336,MOC2,cell_line,0.5492125153541565,35314434
337,ataxia telangiectasia,disease,0.8889153003692627,35314434
338,Rad3-related,gene,0.9842488169670105,35314434
339,ATRi,gene,0.9906700849533081,35314434
340,RNA,RNA,0.6487279534339905,35314434
341,tumors,disease,0.9999982118606567,35314434
342,T cell immunoreceptor with,gene,0.8992420434951782,35314434
343,Ig,gene,,35314434
344,ITIM domains,gene,0.6326498985290527,35314434
345,TIGIT,gene,0.9964399337768555,35314434
346,Programmed cell death protein 1,gene,0.9940271377563477,35314434
347,PD-1,gene,0.997076153755188,35314434
348,ATRi,gene,0.989065408706665,35314434
349,MOC2 model,cell_line,0.9411898851394653,35314434
350,HPV-negative murine oral squamous cell carcinoma model,cell_line,0.8155755996704102,35314434
351,murine,species,0.8796132206916809,35314434
352,SCC7,cell_line,0.6856160759925842,35314434
353,blood samples,cell_type,0.4988858103752136,35314434
354,patients,species,0.9470431208610535,35314434
355,head and neck squamous cell carcinoma,disease,0.9999985098838806,35314434
356,ATRi,gene,0.9567599296569824,35314434
357,ATRi,gene,0.9614188075065613,35314434
358,tumor,disease,0.9995729327201843,35314434
359,natural killer (NK) cells,cell_type,0.9288527369499207,35314434
360,NK cells,cell_type,0.9411797523498535,35314434
361,TIGIT,gene,0.9974199533462524,35314434
362,PD-1,gene,0.9824883341789246,35314434
363,patients,species,0.9934958219528198,35314434
364,ATRi,gene,0.9818176627159119,35314434
365,ceralasertib,drug,0.8557959794998169,35314434
366,NK cells,cell_type,0.9365102052688599,35314434
367,Type I interferon transcriptional,gene,0.9021205306053162,35301508
368,cancer,disease,0.9983248114585876,35301508
369,human T cells,cell_type,0.8310635685920715,35301508
370,human,species,0.8236331343650818,35301508
371,type 1 interferon,gene,0.9892746806144714,35301508
372,IFN-I,gene,0.9922492504119873,35301508
373,human T cells,cell_line,0.5839724540710449,35301508
374,human,species,0.7832781076431274,35301508
375,PD-1,gene,0.9955761432647705,35301508
376,TIM-3,gene,0.9948981404304504,35301508
377,LAG-3,gene,0.9936076402664185,35301508
378,TIGIT,gene,0.9907277822494507,35301508
379,mRNA,RNA,0.7197085618972778,35301508
380,IFN-I,gene,0.9973679184913635,35301508
381,regulator modules,DNA,0.8101407289505005,35301508
382,IFN-I,gene,0.991840124130249,35301508
383,response genes,DNA,0.7298568487167358,35301508
384,SP140,gene,0.9917972087860107,35301508
385,LAG-3,gene,0.9712885022163391,35301508
386,TIGIT,gene,0.98531174659729,35301508
387,IFN-I,gene,0.9984318614006042,35301508
388,T cell,cell_type,0.7652735710144043,35301508
389,SARS-CoV-2,disease,0.9748733043670654,35301508
390,IFN-I,gene,0.9967196583747864,35301508
391,cancer,disease,0.9999583959579468,35301508
392,infectious diseases,disease,0.9999312162399292,35301508
393,autoimmunity,disease,0.9995459914207458,35301508
394,PD-L1,gene,0.9977481961250305,35292828
395,TIGIT,gene,0.9978137016296387,35292828
396,CD8 T cell,cell_type,0.6815887093544006,35292828
397,CD8 T,gene,0.9307078123092651,35292828
398,human,species,0.7294636964797974,35292828
399,Microsatellite stable colorectal cancers,disease,0.9999706745147705,35292828
400,MSS-CRC,disease,0.999976396560669,35292828
401,PD-1,gene,0.7415773868560791,35292828
402,-,DNA,0.5569725632667542,35292828
403,PD-L1,gene,0.9970557689666748,35292828
404,anti-PD-L1,gene,0.9937564730644226,35292828
405,anti-TIGIT,gene,0.9888967275619507,35292828
406,tumor infiltrating lymphocytes,cell_type,0.8841614723205566,35292828
407,tumor,disease,0.9405199885368347,35292828
408,TILs,cell_type,0.8482768535614014,35292828
409,MSS-CRC,disease,0.9909293055534363,35292828
410,CRC,disease,0.9999849796295166,35292828
411,tumor,disease,0.7149864435195923,35292828
412,patient,species,0.9878708720207214,35292828
413,tumor cell suspensions,cell_line,0.9021990299224854,35292828
414,tumor,disease,0.9997339844703674,35292828
415,MSI,cell_line,0.5412684082984924,35292828
416,MSS-CRC tumors,cell_line,0.5791357755661011,35292828
417,CRC tumors,disease,0.8019687533378601,35292828
418,CRC TILs,cell_line,0.8151378631591797,35292828
419,CRC,disease,0.9466758966445923,35292828
420,RNA,RNA,0.6000629663467407,35292828
421,T cells,cell_type,0.7573835253715515,35292828
422,Atezolizumab,gene,0.6920391917228699,35292828
423,T cells,cell_type,0.6195087432861328,35292828
424,MSS,disease,0.9976937174797058,35292828
425,ICK,gene,0.9917076230049133,35292828
426,patients,species,0.9800378084182739,35292828
427,Th1,cell_line,0.725979745388031,35292828
428,Tc1 cells,cell_line,0.6918092966079712,35292828
429,CD96,gene,0.987602174282074,35292828
430,CD96,gene,0.9922381043434143,35292828
431,T cells,cell_type,0.8981595039367676,35292828
432,atezolizumab,gene,0.5809561610221863,35292828
433,CD4 and CD8 TILs,cell_line,0.6221857070922852,35292828
434,CD4,gene,0.9716249108314514,35292828
435,CD8,gene,0.9486838579177856,35292828
436,MSS,disease,0.9993601441383362,35292828
437,CRC,disease,0.7484811544418335,35292828
438,colorectal cancer,disease,0.999996542930603,35292828
439,patients,species,0.9855280518531799,35292828
440,MSS,gene,0.8383604884147644,35292828
441,CD96,gene,0.9915720224380493,35288463
442,PD-1,gene,0.9931086301803589,35288463
443,CD8+ TIL,cell_type,0.7410006523132324,35288463
444,CD8+,gene,0.8226211071014404,35288463
445,cervical cancer,disease,0.9553694725036621,35288463
446,CC,disease,1.0,35288463
447,programmed cell death protein 1,gene,0.9978504180908203,35288463
448,PD-1,gene,0.9952423572540283,35288463
449,CC,disease,,35288463
450,patients,species,0.9860484600067139,35288463
451,tumor,disease,0.9859511256217957,35288463
452,patients,species,0.9486380219459534,35288463
453,CC,disease,,35288463
454,CD8+ T cells,cell_line,0.6457950472831726,35288463
455,CD8+,gene,0.9808725118637085,35288463
456,CC,disease,,35288463
457,CD96,gene,0.9896745085716248,35288463
458,tumor cells,cell_type,0.7611347436904907,35288463
459,tumor,disease,0.9964679479598999,35288463
460,single-cell culture,cell_line,0.8608580827713013,35288463
461,single,cell_type,0.904390811920166,35288463
462,CC,disease,,35288463
463,PD-1,gene,0.9962316155433655,35288463
464,CD96,gene,0.9850640892982483,35288463
465,human papillomavirus-positive TC-1 xenograft,cell_line,0.850003719329834,35288463
466,human,species,0.9830098748207092,35288463
467,papillomavirus,disease,0.5128062963485718,35288463
468,mouse,species,0.9464628100395203,35288463
469,CD96,gene,0.9926030039787292,35288463
470,CD8+ tumor-infiltrating lymphocytes,cell_type,0.501406192779541,35288463
471,CD8+,gene,0.985959529876709,35288463
472,TILs,cell_type,0.7514210343360901,35288463
473,patients,species,0.9046673774719238,35288463
474,CC,disease,,35288463
475,PD,gene,,35288463
476,CD96-expressing CD8+ TILs,cell_line,0.5928179025650024,35288463
477,CD96,gene,0.9970974922180176,35288463
478,-expressing CD8+ TILs,cell_type,0.8072293996810913,35288463
479,CD8,gene,0.5294804573059082,35288463
480,PD-1,gene,0.984697699546814,35288463
481,CD96+CD8+/CD96-CD8+ T-cell gene signature,DNA,0.7504552602767944,35288463
482,CD96+,cell_type,0.4689510762691498,35288463
483,CD96,gene,0.9672515392303467,35288463
484,CD8+,gene,0.761114239692688,35288463
485,CD96,gene,0.9875319600105286,35288463
486,CD8+,gene,0.7907540798187256,35288463
487,scRNA,RNA,0.7024696469306946,35288463
488,patients,species,0.9863190650939941,35288463
489,cervical squamous cell carcinoma,disease,0.9999990463256836,35288463
490,endocervical adenocarcinoma,disease,0.9999995231628418,35288463
491,CD226,gene,0.662855863571167,35288463
492,CD96,gene,0.9955466985702515,35288463
493,tumors,disease,0.9999957084655762,35288463
494,blood,cell_type,0.6945534944534302,35288463
495,PT,disease,,35288463
496,CD96,gene,0.9857081770896912,35288463
497,T-cell immunoreceptor with,gene,0.9793369174003601,35288463
498,Ig and ITIM domains,gene,0.8245425224304199,35288463
499,TIGIT,gene,0.9965031743049622,35288463
500,intratumoral CD8+ T cells,cell_type,0.44243156909942627,35288463
501,CD8+,gene,0.48691144585609436,35288463
502,CD226,gene,0.9971718192100525,35288463
503,CD96,gene,0.9991919994354248,35288463
504,TIGIT,gene,0.9947181940078735,35288463
505,CC,disease,,35288463
506,tumor,disease,0.9191896319389343,35288463
507,PD-1+CD96+CD8+ TILs,cell_line,0.8525050282478333,35288463
508,PD-,cell_type,0.5139313340187073,35288463
509,PD-1,gene,0.9965121150016785,35288463
510,CD96,gene,0.9897565841674805,35288463
511,CD8,gene,0.9735065698623657,35288463
512,T-cell immunoglobulin mucin receptor 3,gene,0.9963342547416687,35288463
513,TIM,DNA,0.7296158075332642,35288463
514,TIM-3,gene,0.9934528470039368,35288463
515,granzyme B,gene,0.9970827698707581,35288463
516,GZMB,gene,0.9976896047592163,35288463
517,PD-1+CD96 cells,cell_line,0.623790979385376,35288463
518,PD-1,gene,0.9921060800552368,35288463
519,CD96,gene,0.7026861906051636,35288463
520,TCF-1,gene,0.992335855960846,35288463
521,CD96,gene,0.9878826141357422,35288463
522,CD8+ TILs,cell_line,0.7505950331687927,35288463
523,CD8+,gene,0.826082706451416,35288463
524,PD-1,gene,0.9815896153450012,35288463
525,CD96,gene,0.9647581577301025,35288463
526,PD-1,gene,0.9857618808746338,35288463
527,tumor,disease,0.9998986721038818,35288463
528,CD8,cell_line,0.7254697680473328,35288463
529,CD8+ TILs,cell_type,0.7715590596199036,35288463
530,CD8+,gene,0.8640367388725281,35288463
531,mouse,species,0.8123445510864258,35288463
532,CC,disease,,35288463
533,CD96,gene,0.9958239793777466,35288463
534,PD-1,gene,0.9927343130111694,35288463
535,CD8+ TILs,cell_line,0.7587597370147705,35288463
536,CD8+,gene,0.6964400410652161,35288463
537,CD96,gene,0.9911074042320251,35288463
538,PD-1,gene,0.9927996397018433,35288463
539,CC,disease,,35288463
540,small cell lung cancer,disease,0.999943733215332,35280313
541,NSCLC,disease,0.999994158744812,35280313
542,patients,species,0.9606318473815918,35280313
543,NSCLC,disease,0.997576892375946,35280313
544,tumors,disease,0.9999340772628784,35280313
545,patients,species,0.978783905506134,35280313
546,patients,species,0.9931012392044067,35280313
547,anemia,disease,0.9999830722808838,35280313
548,neutropenia,disease,0.9999849796295166,35280313
549,patients,species,0.9593648910522461,35280313
550,patients,species,0.986161470413208,35280313
551,patients,species,0.9937703013420105,35280313
552,pleural adhesions,disease,0.7001795172691345,35280313
553,lymph node,cell_type,0.45152127742767334,35280313
554,patients,species,0.9901178479194641,35280313
555,patient,species,0.9884459972381592,35280313
556,bronchopleural fistula,disease,0.9999950528144836,35280313
557,BPF,disease,0.9999580979347229,35280313
558,patients,species,0.9835813045501709,35280313
559,cluster of differentiation (CD)4,gene,0.9912481307983398,35280313
560,CD8,gene,0.995335042476654,35280313
561,CD20,gene,0.9907168745994568,35280313
562,PD-1,gene,0.9973411560058594,35280313
563,lymphocyte-,DNA,0.5408532023429871,35280313
564,lymphocyte-activation gene 3,gene,0.9977789521217346,35280313
565,LAG3,gene,0.996116042137146,35280313
566,T cell immunoglobulin,gene,0.9946853518486023,35280313
567,ITIM domain,gene,0.6451321840286255,35280313
568,TIGIT,gene,0.9975940585136414,35280313
569,non,cell_line,0.5761876106262207,35280313
570,-,cell_line,0.4105023741722107,35280313
571,MPR specimens,cell_line,0.5189609527587891,35280313
572,MPR,cell_type,0.4704589247703552,35280313
573,patients,species,0.9195812940597534,35280313
574,NSCLC,disease,0.9711369276046753,35280313
575,CD4,gene,0.8108128309249878,35276322
576,CXCR5,gene,0.9560832977294922,35276322
577,PD-1,gene,0.9855563640594482,35276322
