,mention,obj,prob,pmid
128,panitumumab,gene,0.696,35299187
129,tumor,disease,0.9917,35299187
130,patient,species,0.9697,35299187
131,patient,species,0.9736,35299187
132,sigmoid colon cancer,disease,1.0,35299187
133,bladder fistula,disease,0.99,35299187
134,Lower Rectal Cancer,disease,1.0,35299186
135,Patients,species,0.9927,35299186
136,lower advanced rectal cancer,disease,0.9863,35299186
137,patients,species,0.9893,35299186
138,woman,species,0.889,35299186
139,lower rectal cancer,disease,1.0,35299186
140,advanced rectal cancer,disease,0.9995,35299186
141,mesenteric lymph node metastasis,disease,0.8594,35299186
142,bilateral inguinal lymph node metastasis,disease,0.9062,35299186
143,patient,species,0.9863,35299186
144,FOLFOX,drug,0.694,35299186
145,panitumumab,gene,0.6626,35299186
146,rectal cancer,disease,1.0,35299186
147,RAS,gene,0.9976,35299186
148,BRAF,gene,0.9976,35299186
149,inguinal,DNA,0.617,35299186
150,inguinal lymph node metastasis,disease,0.793,35299186
151,N064A,mutation,,35285484
152,Panitumumab,gene,0.8115,35285484
153,Cancer,disease,0.9824,35285484
154,N064A,mutation,,35285484
155,EGFR,gene,0.9956,35285484
156,panitumumab,gene,0.664,35285484
157,gemcitabine,drug,0.9985,35285484
158,panitumumab,gene,0.7495,35285484
159,non-metastatic pancreatic cancer,disease,0.9985,35285484
160,fluoropyrimidine,drug,0.96,35285484
161,panitumumab,gene,0.706,35285484
162,gemcitabine,drug,0.9976,35285484
163,panitumumab,gene,0.687,35285484
164,panitumumab,gene,0.73,35285484
165,patients,species,0.9863,35285484
166,patients,species,0.9834,35285484
167,patients,species,0.9873,35285484
168,women,species,0.852,35285484
169,patients,species,0.987,35285484
170,patients,species,0.99,35285484
171,panitumumab,gene,0.9087,35285484
172,Anti-cancer,disease,0.965,35273301
173,tumor,disease,0.997,35273301
174,tumor,disease,1.0,35273301
175,cancer,disease,0.999,35273301
176,clonal populations,cell_line,0.7607,35273301
177,tumor,disease,1.0,35273301
178,mutant KRAS,gene,0.9946,35273301
179,circulating tumor DNA,DNA,0.866,35273301
180,ctDNA,DNA,0.903,35273301
181,patients,species,0.983,35273301
182,metastatic colorectal cancer,disease,1.0,35273301
183,panitumumab,gene,0.8145,35273301
184,ctDNA,DNA,0.795,35273301
185,tumor,disease,0.715,35273301
186,Liver Metastases,disease,0.9995,35249059
187,colorectal liver metastases,disease,1.0,35249059
188,5-FU,drug,0.9985,35249059
189,l-LV,drug,0.997,35249059
190,L-OHP,drug,0.9985,35249059
191,panitumumab,gene,0.8364,35249059
192,patients,species,0.9917,35249059
193,patients,species,0.977,35249059
194,patients,species,0.991,35249059
195,patients,species,0.9854,35249059
196,panitumumab,gene,0.8623,35249059
197,patients,species,0.9478,35249059
198,colorectal liver metastases,disease,0.999,35249059
199,interleukin-1,gene,0.9854,35236282
200,EGFR,gene,0.991,35236282
201,metastatic colorectal cancer,disease,1.0,35236282
202,mCRC,disease,1.0,35236282
203,patients,species,0.994,35236282
204,KRAS,gene,0.8843,35236282
205,BRAF,gene,0.985,35236282
206,anti-EGFR monoclonal antibodies,gene,0.983,35236282
207,cetuximab,gene,0.777,35236282
208,CTX,gene,0.9526,35236282
209,panitumumab,gene,0.8657,35236282
210,patients,species,0.9434,35236282
211,Tumor,disease,0.9985,35236282
212,CTX,gene,0.8423,35236282
213,IL-1,gene,0.978,35236282
214,IL-1,gene,0.9893,35236282
215,mCRC,disease,0.9995,35236282
216,CTX,gene,0.946,35236282
217,IL-1R1,gene,0.996,35236282
218,colorectal cancer (CRC) cell lines,cell_line,0.941,35236282
219,colorectal cancer,disease,1.0,35236282
220,CRC cells,cell_line,0.952,35236282
221,CRC,disease,0.9946,35236282
222,IL-1,gene,0.99,35236282
223,CTX,gene,0.9087,35236282
224,CTX-resistant CRC cells,cell_line,0.9395,35236282
225,CTX,drug,0.943,35236282
226,CRC cells,cell_type,0.795,35236282
227,CRC,disease,0.904,35236282
228,CXR,cell_line,0.9053,35236282
229,mRNA,RNA,0.875,35236282
230,IL-1R1,gene,0.9966,35236282
231,SNAIL,gene,0.994,35236282
232,CXR cells,cell_line,0.9487,35236282
233,IL-1,gene,0.987,35236282
234,CTX,disease,0.979,35236282
235,CRC cells,cell_type,0.5083,35236282
236,CRC,disease,0.875,35236282
237,IL-1,gene,0.9697,35236282
238,EGFR,gene,0.989,35236282
239,EGFR,gene,0.989,35236282
240,IL-1,gene,0.977,35236282
241,IL-1R,gene,0.995,35236282
242,EGFR,gene,0.9834,35236282
243,EGFR,gene,0.8843,35236282
244,monoclonal,gene,0.675,35236282
245,advanced esophagogastric cancer,disease,1.0,35226933
246,EGC,DNA,0.777,35226933
247,NEOPECX,DNA,0.4734,35226933
248,panitumumab,gene,0.839,35226933
249,patients,species,0.9893,35226933
250,patients,species,0.9893,35226933
251,Patients,species,0.9365,35226933
252,patients,species,0.9897,35226933
253,patients,species,0.9424,35226933
254,EGC,disease,0.995,35226933
255,patients,species,0.9663,35226933
256,EGC,disease,0.9785,35226933
257,Clostridium difficile Colitis,disease,1.0,35226656
258,Woman,species,0.7397,35226656
259,chronic colitis,disease,1.0,35226656
260,diarrhea,disease,0.9995,35226656
261,UGT1A1 gene,gene,0.9814,35226656
262,irinotecan,drug,0.9985,35226656
263,Clostridium difficile (C. difficile) colitis,disease,1.0,35226656
264,woman,species,0.8745,35226656
265,UGT1A1 gene,gene,0.992,35226656
266,colorectal carcinoma,disease,1.0,35226656
267,woman,species,0.912,35226656
268,low-differentiated colonic adenocarcinoma,disease,0.9917,35226656
269,irinotecan,drug,0.999,35226656
270,5 fluorouracil,drug,0.998,35226656
271,diarrhea,disease,0.9995,35226656
272,UGT1A1 gene,gene,0.991,35226656
273,irinotecan,drug,0.9985,35226656
274,C. difficile toxins A,gene,0.921,35226656
275,C. difficile,species,0.944,35226656
276,irinotecan,drug,0.9995,35226656
277,oxaliplatin,drug,0.9995,35226656
278,C,disease,0.5386,35226656
279,C. difficile,species,0.9194,35226656
280,metronidazole,drug,1.0,35226656
281,vancomycin,drug,0.9985,35226656
282,fidaxomicin,drug,0.999,35226656
283,patients,species,0.991,35226656
284,chronic diarrhea,disease,0.9995,35226656
285,patient,species,0.988,35226656
286,Colorectal Cancer,disease,1.0,35223449
287,Patients,species,0.987,35223449
288,patients,species,0.972,35223449
289,colorectal cancer,disease,1.0,35223449
290,CRC,disease,1.0,35223449
291,CRC,disease,0.896,35223449
292,capecitabine,drug,0.9995,35223449
293,5-fluorouracil,drug,0.9995,35223449
294,leucovorin,drug,0.9995,35223449
295,irinotecan,drug,0.999,35223449
296,bevacizumab,gene,0.8003,35223449
297,cetuximab,gene,0.822,35223449
298,oxaliplatin,drug,0.9995,35223449
299,panitumumab,gene,0.852,35223449
300,participants,species,0.973,35223449
301,FOLFIRI,drug,0.871,35223449
302,FOLFOX,drug,0.9204,35223449
303,FOLFOXIRI,drug,0.9263,35223449
304,bevacizumab,gene,0.778,35223449
305,FOLFIRI,drug,0.9355,35223449
306,FOLFOX,drug,0.538,35223449
307,FOLFIRI,drug,0.731,35223449
308,FOLFOX,drug,0.922,35223449
309,cetuximab,gene,0.8086,35223449
310,panitumumab,gene,0.9585,35223449
311,bevacizumab,gene,0.883,35223449
312,panitumumab,gene,0.958,35223449
313,bevacizumab,gene,0.951,35223449
314,patients,species,0.987,35223449
315,hypomagnesemia,disease,1.0,35209968
316,Panitumumab,gene,0.9126,35209968
317,advanced/recurrent colorectal cancer,disease,0.952,35209968
318,human IgG2 monoclonal,gene,0.971,35209968
319,human,species,0.9526,35209968
320,epidermal growth factor receptor,gene,0.997,35209968
321,EGFR,gene,0.994,35209968
322,hypomagnesemia,disease,1.0,35209968
323,EGFR,gene,0.6416,35209968
324,panitumumab,gene,0.85,35209968
325,Mg,drug,,35209968
326,tubules,cell_type,0.3965,35209968
327,magnesium,drug,0.998,35209968
328,patients,species,0.986,35209968
329,panitumumab,gene,0.635,35209968
330,hypomagnesemia,disease,1.0,35209968
331,hypomagnesemia,disease,1.0,35209968
332,patients,species,0.988,35209968
333,serum,gene,0.758,35209968
334,albumin,gene,0.515,35209968
335,panitumumab,gene,0.9287,35209968
336,hypomagnesemia,disease,0.9995,35209968
337,serum albumin,gene,0.7886,35209968
338,magnesium oxide,drug,0.9995,35209968
339,magnesium,drug,0.9995,35209968
340,patients,species,0.9805,35209968
341,panitumumab,gene,0.872,35209968
342,Metastatic Colorectal Cancer,disease,1.0,35184993
343,Patients,species,0.993,35184993
344,Epidermal Growth Factor Receptor,gene,0.981,35184993
345,EGFR,gene,0.996,35184993
346,patients,species,0.952,35184993
347,metastatic colorectal cancer,disease,1.0,35184993
348,mCRC,disease,1.0,35184993
349,patients,species,0.9707,35184993
350,mCRC,disease,0.9985,35184993
351,anti-EGFR,gene,0.8076,35184993
352,panitumumab,gene,0.689,35184993
353,cetuximab,gene,0.791,35184993
354,anti-EGFR,gene,0.8843,35184993
355,fluoropyrimidine,drug,0.995,35184993
356,patients,species,0.9854,35184993
357,anti-EGFR,gene,0.7554,35184993
358,bevacizumab,gene,0.7173,35184993
359,anti-EGFR,gene,0.8535,35184993
360,patients,species,0.9277,35184993
361,anti-EGFR,gene,0.793,35184993
362,anti-EGFR,gene,0.9585,35184993
363,anti-EGFR,gene,0.9844,35184993
364,anti-EGFR,gene,0.9175,35184993
365,anti-EGFR,gene,0.955,35184993
366,RAS wild-type,disease,0.759,35184993
367,RAS,gene,0.9688,35184993
368,mCRC,disease,0.909,35184993
369,BRAF,gene,0.988,35184993
370,mCRC,disease,0.999,35184993
371,patients,species,0.9883,35184993
372,patients,species,0.9883,35184650
373,Stage IV,disease,0.9844,35184650
374,colorectal cancers,disease,0.998,35184650
375,CRC,disease,1.0,35184650
376,microsatellite,DNA,0.6504,35184650
377,deficient mismatch repair (dMMR) tumors,disease,0.9224,35184650
378,Patients,species,0.987,35184650
379,patients,species,0.986,35184650
380,CRC,disease,0.884,35184650
381,Pembrolizumab,drug,0.5107,35184650
382,MSI-H,disease,0.9385,35184650
383,5-fluorouracil,drug,0.999,35184650
384,bevacizumab,gene,0.815,35184650
385,cetuximab,gene,0.7847,35184650
386,MSI,cell_line,0.638,35184650
387,MSI-H,disease,0.7886,35184650
388,EQ,DNA,,35184650
389,pembrolizumab,drug,0.77,35184650
390,Pembrolizumab,gene,0.756,35184650
391,panitumumab,gene,0.882,35184650
392,bevacizumab,gene,0.987,35184650
393,bevacizumab,gene,0.9775,35184650
394,MSI-H/dMMR CRC,disease,0.998,35184650
395,patients,species,0.985,35184650
396,MSI,cell_line,0.4746,35184650
397,MSI-H/dMMR colorectal cancer,disease,0.9985,35184650
398,patients,species,0.9873,35184650
399,pembrolizumab,drug,0.945,35184650
400,Cabozantinib,drug,0.999,35171350
401,Panitumumab,gene,0.667,35171350
402,RAS,gene,0.9883,35171350
403,EGFR,gene,0.9917,35171350
404,metastatic colorectal cancer,disease,1.0,35171350
405,mCRC,disease,1.0,35171350
406,MET,gene,0.9946,35171350
407,EGFR,gene,0.995,35171350
408,MET,gene,0.991,35171350
409,mCRC,disease,0.9067,35171350
410,patients,species,0.99,35171350
411,cabozantinib,drug,0.998,35171350
412,patients,species,0.9893,35171350
413,cabozantinib,drug,0.998,35171350
414,panitumumab,gene,0.926,35171350
415,MET,gene,0.9966,35171350
416,patients,species,0.985,35171350
417,cabozantinib,drug,0.998,35171350
418,patients,species,0.9883,35171350
419,cabozantinib,drug,0.9985,35171350
420,panitumumab,gene,0.886,35171350
421,patients,species,0.987,35171350
422,patient,species,0.993,35171350
423,plasma,cell_type,0.424,35171350
424,MET,gene,0.9946,35171350
425,HGF,gene,0.996,35171350
426,OPN,gene,0.9883,35171350
427,IL-6,gene,0.9883,35171350
428,VCAM-1,gene,0.99,35171350
429,VEGF-R1,gene,0.9976,35171350
430,TSP-2,gene,0.9893,35171350
431,TIMP-1,gene,0.9927,35171350
432,ICAM-1,gene,0.9897,35171350
433,patients,species,0.982,35171350
434,MET,gene,0.994,35171350
435,PDGF-AA,gene,0.998,35171350
436,PDGF-BB,gene,0.9976,35171350
437,TGF-1,gene,0.9917,35171350
438,VEGF-C,gene,0.9937,35171350
439,TGF-R3,gene,0.986,35171350
440,MET,gene,0.989,35171350
441,patients,species,0.983,35171350
442,CD73,gene,0.97,35171350
443,PlGF,gene,0.9917,35171350
444,PDGF-BB,gene,0.997,35171350
445,VEGF,gene,0.9917,35171350
446,MET,gene,0.9937,35171350
447,HGF,gene,0.999,35171350
448,MET,gene,0.991,35171350
449,TGF-,gene,0.943,35171350
450,EGFR,gene,0.9863,35147837
451,UMUC3 Orthotopic,cell_line,0.699,35147837
452,UMUC3,disease,0.6504,35147837
453,Orthotopic Bladder Tumors,disease,0.8833,35147837
454,cancer,disease,0.999,35147837
455,[(89)Zr]Zr,drug,0.993,35147837
456,DFO,drug,0.974,35147837
457,Panitumumab,gene,0.9297,35147837
458,epidermal growth factor receptor,gene,0.9966,35147837
459,EGFR,gene,0.9897,35147837
460,bladder cancer,disease,1.0,35147837
461,BCa,disease,1.0,35147837
462,EGFR receptors,gene,0.99,35147837
463,BCa cell lines,cell_line,0.939,35147837
464,BCa,disease,1.0,35147837
465,[(89)Zr]Zr,drug,0.991,35147837
466,DFO,drug,0.985,35147837
467,Panitumumab,gene,0.967,35147837
468,EGFR,gene,0.994,35147837
469,-expressing UMUC3 BCa cells,cell_type,0.5757,35147837
470,UMUC3 xenografts,cell_line,0.7837,35147837
471,UMUC3,disease,0.937,35147837
472,tumor,disease,0.8467,35147837
473,mice,species,0.9834,35147837
474,(89)Zr,drug,0.9995,35147837
475,non-specific IgG,gene,0.6895,35147837
476,[(89)Zr]Zr,drug,0.9976,35147837
477,DFO,drug,0.911,35147837
478,Panitumumab,gene,0.9473,35147837
479,EGFR-expressing UMUC3 cells,cell_line,0.884,35147837
480,EGFR,gene,0.9907,35147837
481,EGFRs,gene,0.993,35147837
482,subcutaneous,cell_line,0.8345,35147837
483,UMUC3 xenografts,cell_line,0.4954,35147837
484,murine,species,0.9863,35147837
485,tumor,disease,0.9956,35147837
486,EGFR,gene,0.997,35147837
487,BCa,disease,0.958,35147837
488,EGFR protein,gene,0.856,35147837
489,anti-epidermal growth factor receptor antibody,gene,0.9224,35127316
490,anti-epidermal growth factor receptor,gene,0.988,35127316
491,EGFR,gene,0.9976,35127316
492,SRCC,disease,1.0,35127316
493,patients,species,0.9907,35127316
494,appendiceal SRCC,disease,0.995,35127316
495,RAS,gene,0.998,35127316
496,panitumumab,gene,0.896,35127316
497,cetuximab,gene,0.8423,35127316
498,cetuximab,gene,0.848,35127316
499,anti-,gene,0.7485,35127316
500,vascular endothelial growth factor antibody,gene,0.911,35127316
501,anti-,gene,0.7686,35127316
502,EGFR,gene,0.81,35127316
503,appendiceal SRCC,disease,0.9976,35127316
504,facial acneiform eruption,disease,1.0,35113224
505,EGFR,gene,0.994,35113224
506,tetracycline,drug,0.9966,35113224
507,acneiform eruption,disease,1.0,35113224
508,AfE,disease,1.0,35113224
509,epidermal growth factor receptor,gene,0.998,35113224
510,EGFR,gene,0.997,35113224
511,corticosteroids,drug,0.97,35113224
512,facial AfE,disease,0.9995,35113224
513,FAfE,disease,1.0,35113224
514,PATIENTS,species,0.965,35113224
515,patients,species,0.9585,35113224
516,RAS,gene,0.9966,35113224
517,minocycline,drug,0.998,35113224
518,cetuximab,gene,0.884,35113224
519,panitumumab,gene,0.802,35113224
520,Patients,species,0.9736,35113224
521,FAfE,disease,1.0,35113224
522,FAfE,disease,1.0,35113224
523,FAfE,disease,0.85,35113224
524,patient,species,0.992,35113224
525,FAfE,disease,0.921,35113224
526,FAfE,disease,0.5903,35113224
527,FAfE,disease,1.0,35113224
528,FAfE,disease,1.0,35113224
529,EGFR,gene,0.982,35113224
530,Metastatic colorectal cancer,disease,0.994,35112975
531,colorectal cancer,disease,0.8364,35112975
532,mCRC,disease,0.9995,35112975
533,patients,species,0.9854,35112975
534,patients,species,0.9683,35112975
535,mCRC,disease,0.9956,35112975
536,mCRC,disease,0.9873,35112975
537,patients,species,0.989,35112975
538,RAS,gene,0.989,35112975
539,BRAF,gene,0.998,35112975
540,patients,species,0.9854,35112975
541,bevacizumab,gene,0.824,35112975
542,EGFR,gene,0.6465,35112975
543,patients,species,0.9556,35112975
544,metastases,disease,0.5796,35112975
545,RAS,gene,0.575,35112975
546,BRAF,DNA,0.5083,35112975
547,BRAF mutations,gene,0.832,35112975
548,patient,species,0.9907,35112975
549,tumor,disease,0.6387,35112975
550,metastatic,disease,0.8403,35112975
551,mCRC,disease,0.963,35112975
552,CHO,cell_line,0.5073,35109731
553,EGFR,gene,0.994,35109731
554,colorectal cancer,disease,1.0,35109731
555,cancer,disease,0.9995,35109731
556,patients,species,0.9927,35109731
557,CHO-S cell line,cell_line,0.8213,35109731
558,panitumumab,gene,0.929,35109731
559,P-mAb,gene,0.97,35109731
560,human,species,0.9956,35109731
561,IgG2,gene,0.73,35109731
562,anti-EGFR,gene,0.5317,35109731
563,Vectibix,drug,0.953,35109731
564,single-cell clone,cell_line,0.829,35109731
565,CHO-S cell pools,cell_line,0.847,35109731
566,P-mAb,gene,0.966,35109731
567,P-mAb,gene,0.9746,35109731
568,MTT,drug,0.9995,35109731
569,anti-EGFR,gene,0.9604,35109731
570,P-mAb,gene,0.9927,35109731
571,CHO-S cell line,cell_line,0.8867,35109731
572,P-mAb,gene,0.938,35109731
573,vectibix,drug,0.9985,35109731
574,patients,species,0.9717,35093899
575,locally advanced rectal cancer,disease,1.0,35093899
576,LARC,disease,1.0,35093899
577,PATIENTS,species,0.909,35093899
578,patients,species,0.9556,35093899
579,LARC,disease,1.0,35093899
580,TNT,drug,0.999,35093899
581,bevacizumab,gene,0.5317,35093899
582,Ras,gene,0.933,35093899
583,BRAF,gene,0.9976,35093899
584,panitumumab,gene,0.8154,35093899
585,cetuximab,gene,0.914,35093899
586,wild-type Ras,gene,0.986,35093899
587,-,DNA,0.7275,35093899
588,BRAF,gene,0.944,35093899
589,oxaliplatin,drug,1.0,35093899
590,5-fluorouracil,drug,0.9995,35093899
591,patients,species,0.996,35093899
592,patients,species,0.994,35093899
593,TNT,drug,0.7993,35093899
594,patients,species,0.9897,35093899
595,patients,species,0.9897,35093899
596,Erosive pustular dermatosis of the scalp,disease,0.9995,35072271
597,panitumumab,gene,0.6597,35072271
598,Liver Metastasis,disease,0.9136,35046336
599,Rectal Cancer,disease,1.0,35046336
600,rectal cancer,disease,1.0,35046336
601,liver metastases,disease,0.9473,35046336
602,woman,species,0.9087,35046336
603,rectal RS carcinoma,disease,1.0,35046336
604,liver,disease,0.619,35046336
605,panitumumab,gene,0.849,35046336
606,liver metastatic lesion,disease,0.9785,35046336
607,cholecystectomy,disease,0.973,35046336
608,patient,species,0.982,35046336
609,man,species,0.9053,35046323
610,sigmoid colon carcinoma,disease,1.0,35046323
611,patient,species,0.965,35046323
612,Leucovorin,drug,0.999,35046323
613,fluorouracil,drug,0.9995,35046323
614,oxaliplatin,drug,0.9995,35046323
615,panitumumab,gene,0.7007,35046323
616,patient,species,0.9805,35046323
617,mFOLFOX6,drug,0.6934,35046323
618,cancer,disease,1.0,35046323
619,locally advanced colon cancer,disease,0.9766,35046323
620,Colorectal Cancer,disease,0.8584,35046292
621,Regorafenib,drug,0.992,35046292
622,patient,species,0.984,35046292
623,colorectal cancer,disease,1.0,35046292
624,regorafenib,drug,0.982,35046292
625,man,species,0.9307,35046292
626,descending colon cancer,disease,1.0,35046292
627,paraaortic lymph node,disease,0.7026,35046292
628,SOX,drug,0.9805,35046292
629,bevacizumab,gene,0.8423,35046292
630,Panitumumab,gene,0.861,35046292
631,regorafenib,drug,0.9546,35046292
632,regorafenib,drug,0.994,35046292
633,CEA,gene,0.9893,35046292
634,regorafenib,drug,0.995,35046292
635,colorectal cancer,disease,1.0,35046292
636,SM Carcinoma of the Sigmoid Colon,disease,1.0,35046279
637,submucosal(SM)adenocarcinoma of the,disease,1.0,35046279
638,Isp sigmoid polyp,cell_line,0.507,35046279
639,sigmoid polyp,disease,0.823,35046279
640,adenocarcinoma,disease,1.0,35046279
641,panitumumab,gene,0.871,35046279
642,bevacizumab,gene,0.6006,35046279
643,patient,species,0.99,35046279
644,liver failure,disease,1.0,35046279
645,liver metastasis,disease,0.984,35046279
646,T1 sigmoid adenocarcinoma,disease,0.958,35046279
647,Hyperammonemic Encephalopathy,disease,1.0,35045497
648,Panitumumab,gene,0.8413,35045497
649,man,species,0.841,35045497
650,rectal cancer,disease,0.8687,35045497
651,RS rectal cancer,disease,0.9995,35045497
652,RAS,gene,0.9966,35045497
653,BRAF,gene,0.9946,35045497
654,panitumumab,gene,0.929,35045497
655,Pmab,gene,0.956,35045497
656,renal dysfunction,disease,1.0,35045497
657,patient,species,0.991,35045497
658,ammonia,drug,0.995,35045497
659,5-FU,drug,0.999,35045497
660,hyperammonemic encephalopathy,disease,0.994,35045497
661,5-FU,drug,0.9976,35045497
662,branched-chain amino acid,drug,0.991,35045497
663,ammonia,drug,0.995,35045497
664,CPT-11,drug,0.999,35045497
665,panitumumab,gene,0.8413,35042642
666,eyelash,disease,0.9946,35042642
667,Panitumumab,gene,0.86,35042642
668,epidermal growth factor receptor,gene,0.9976,35042642
669,metastatic colorectal cancer,disease,1.0,35042642
670,tumor cells,cell_line,0.8926,35042642
671,tumor,disease,1.0,35042642
672,epidermal keratinocytes,cell_type,0.8154,35042642
673,skin,disease,0.7163,35042642
674,patient,species,0.9214,35042642
675,eyelash trichomegaly,disease,0.997,35042642
676,curly hair,disease,1.0,35042642
677,paronychia,disease,1.0,35042642
678,panitumumab,gene,0.913,35042642
679,epidermal growth factor,gene,0.998,35042642
680,erlotinib,drug,0.9985,35042642
681,gefitinib,drug,0.9976,35042642
682,panitumumab,gene,0.6084,35042642
683,pili canaliculi,disease,0.9595,35042642
684,Panitumumab,gene,0.697,35037780
685,Acute Pancreatitis,disease,0.999,35037780
686,panitumumab,gene,0.8955,35037780
687,wild,cell_line,0.5425,35037780
688,metastatic colon cancer,disease,0.96,35037780
689,panitumumab,gene,0.8076,35037780
690,acute pancreatitis,disease,1.0,35037780
691,patient,species,0.9097,35037780
692,sigmoid colon cancer,disease,1.0,35037780
693,liver metastases,disease,0.992,35037780
694,panitumumab,gene,0.7466,35037780
695,patient,species,0.9937,35037780
696,abdominal pain,disease,0.971,35037780
697,acute pancreaatitis,disease,1.0,35037780
698,patient,species,0.987,35037780
699,acute pancreatitis,disease,1.0,35037780
700,patient,species,0.991,35037780
701,panitumumab,gene,0.8164,35037780
702,panitumumab,gene,0.871,35037780
703,acute pancreatitis,disease,1.0,35037780
704,Panitumumab,gene,0.9165,35037780
705,panitumumab,gene,0.942,35037780
706,pancreatitis,disease,1.0,35037780
707,Epidermal Growth Factor Receptor,gene,0.9985,35035479
708,tumor,disease,0.9985,35035479
709,colorectal cancer,disease,1.0,35035479
710,patients,species,0.9917,35035479
