,mention,obj,prob,pmid
173,tumors,disease,1.0,37690028
174,tumors,disease,1.0,37690028
175,4T1 tumor,cell_line,0.6353,37690028
176,mice,species,0.903,37690028
177,BEN,drug,0.9736,37690028
178,cancer,disease,1.0,37690028
179,tumors,disease,1.0,37690028
180,SARS-CoV,disease,0.993,37674985
181,viral,disease,0.649,37674985
182,SARS-CoV,disease,0.8843,37674985
183,SARS-CoV-2,species,0.887,37674985
184,SCV2,disease,0.7764,37674985
185,COVID-19,disease,1.0,37674985
186,Syrian hamster,species,0.895,37674985
187,SCV2,species,0.596,37674985
188,bronchopneumonia,disease,1.0,37674985
189,SCV2,disease,0.98,37674985
190,T cell lymphopenia,disease,1.0,37674985
191,lung granulocytes,cell_type,0.885,37674985
192,immunoglobulin-producing plasma cells,cell_type,0.855,37674985
193,immunoglobulin,gene,0.985,37674985
194,BCG,species,0.582,37674985
195,Th1,cell_type,0.5176,37674985
196,Th17,cell_type,0.5005,37674985
197,Treg,cell_type,0.5874,37674985
198,CTLs,cell_type,0.8755,37674985
199,Tmem cells,cell_line,0.8325,37674985
200,alveolar macrophages,cell_type,0.8804,37674985
201,interstitial macrophage subsets,cell_type,0.8887,37674985
202,IFN-associated gene,gene,0.98,37674985
203,BCG,species,0.4934,37674985
204,SCV2 immunopathology,disease,0.8574,37674985
205,lung immunoglobulin,gene,0.991,37674985
206,myeloid,cell_line,0.721,37674985
207,myeloid and lymphoid populations,cell_type,0.7856,37674985
208,NAD(H),drug,1.0,37673914
209,glycolytic myeloid cells,cell_type,0.6045,37673914
210,Mycobacterium tuberculosis,species,0.973,37673914
211,Mtb,species,0.966,37673914
212,infected myeloid cells,cell_type,0.7573,37673914
213,myeloid cells,cell_line,0.6343,37673914
214,NAD(+),drug,0.9995,37673914
215,NAD(+),drug,0.9995,37673914
216,lactate,drug,0.9966,37673914
217,tuberculosis,disease,1.0,37673914
218,TB,disease,1.0,37673914
219,patients,species,0.975,37673914
220,LDHA,gene,0.8228,37673914
221,Ldha,gene,0.979,37673914
222,mice,species,0.873,37673914
223,myeloid,cell_line,0.95,37673914
224,myeloid cells,cell_type,0.8726,37673914
225,TB,disease,,37673914
226,Glycolytic myeloid cells,cell_type,0.743,37673914
227,immune cells,cell_type,0.6714,37673914
228,IFN,gene,0.9795,37673914
229,NAD(+),drug,1.0,37673914
230,Mtb,species,0.973,37673914
231,NAD(+),drug,0.9995,37673914
232,nicotinamide,drug,0.999,37673914
233,nicotinamide,drug,0.9995,37673914
234,Mtb,species,0.9595,37673914
235,mice,species,0.9883,37673914
236,Mtb,species,0.949,37673914
237,NAD(H),drug,0.9995,37673914
238,Bacillus,species,0.6763,37661259
239,advanced and metastatic cancers,disease,1.0,37661259
240,patients,species,0.988,37661259
241,myeloid cells,cell_type,0.9326,37661259
242,gastric neuroendocrine carcinoma,disease,1.0,37661259
243,liver metastases,disease,0.9307,37661259
244,programmed cell death protein 1,gene,0.9976,37661259
245,Bacillus Calmette,species,0.809,37661259
246,BCG,species,0.4934,37661259
247,patient,species,0.9897,37661259
248,immune-mediated colitis,disease,1.0,37661259
249,monocyte-derived interleukin-6,gene,0.9985,37661259
250,interleukin-1,gene,0.982,37661259
251,Bacillus,species,0.505,37661259
252,patient,species,0.9673,37661259
253,tumor,disease,0.767,37661259
254,patient,species,0.9316,37661259
255,neuroendocrine tumor,disease,0.999,37661259
256,programmed cell death protein 1,gene,0.9976,37661259
257,colitis,disease,1.0,37661259
258,patient,species,0.9497,37661259
259,Myeloid,cell_type,0.46,37653141
260,KDM6B,gene,0.9824,37653141
261,glioblastoma,disease,1.0,37653141
262,PD1,gene,0.985,37653141
263,Glioblastoma (GBM) tumors,disease,1.0,37653141
264,immune-suppressive myeloid cells,cell_type,0.7275,37653141
265,immune-suppressive myeloid cells,cell_line,0.9116,37653141
266,human,species,0.992,37653141
267,GBM tumors,disease,1.0,37653141
268,histone3 lysine27 demethylase,gene,0.99,37653141
269,lysine27,drug,0.821,37653141
270,KDM6B,gene,0.9956,37653141
271,suppressive myeloid cell subsets,cell_line,0.6816,37653141
272,myeloid cell,cell_type,0.7915,37653141
273,Kdm6b,gene,0.985,37653141
274,GBM tumor,disease,0.797,37653141
275,mice,species,0.942,37653141
276,Kdm6b,gene,0.9946,37653141
277,interferon,gene,0.9883,37653141
278,myeloid cells,cell_type,0.6494,37653141
279,Mafb,gene,0.9937,37653141
280,Socs3,gene,0.993,37653141
281,Sirpa,gene,0.9917,37653141
282,KDM6B,gene,0.988,37653141
283,Kdm6b-deleted myeloid cells,cell_line,0.8145,37653141
284,Kdm6b,gene,0.973,37653141
285,PD1,gene,0.6274,37653141
286,KDM6B,gene,0.987,37653141
287,myeloid cell subsets,cell_line,0.973,37653141
288,COPD,disease,1.0,37652569
289,respiratory condition,disease,0.978,37652569
290,emphysema,disease,1.0,37652569
291,progenitor cell populations,cell_type,0.8203,37652569
292,COPD,disease,1.0,37652569
293,epithelial stem cell,cell_type,0.7427,37652569
294,epithelial stem cell defects,disease,0.9546,37652569
295,COPD,disease,1.0,37652569
296,COPD,disease,1.0,37652569
297,immune cells,cell_type,0.875,37652569
298,myeloid cells,cell_type,0.8506,37652569
299,alveolar epithelial,cell_type,0.751,37652569
300,human,species,0.984,37652569
301,immune cell,cell_type,0.705,37652569
302,COPD,disease,1.0,37652569
303,myometrial stem cells,cell_type,0.8984,37650943
304,epigenome,DNA,0.8774,37650943
305,hormone-related illnesses,disease,0.9966,37650943
306,uterine fibroids,disease,1.0,37650943
307,UFs,DNA,0.7373,37650943
308,myometrial stem cells,cell_type,0.8706,37650943
309,MMSCs,cell_line,0.8076,37650943
310,UFs,disease,0.514,37650943
311,rat,species,0.7466,37650943
312,RNA,RNA,0.5015,37650943
313,RRBS,DNA,0.522,37650943
314,luciferase,gene,0.963,37650943
315,diethylstilbestrol,drug,0.999,37650943
316,rat,species,0.7393,37650943
317,MMSCs,cell_line,0.835,37650943
318,estrogen-responsive transcriptome,DNA,0.788,37650943
319,estrogen,drug,0.9966,37650943
320,reprogrammed genes,DNA,0.877,37650943
321,MMSCs,cell_type,0.8076,37650943
322,estrogen-responsive genes,DNA,0.8423,37650943
323,estrogen,drug,0.997,37650943
324,ERGs,DNA,0.8853,37650943
325,mixed lineage leukemia protein-1,gene,0.997,37650943
326,MLL1,gene,0.9946,37650943
327,ERGs,gene,0.919,37650943
328,MMSCs,cell_type,0.8853,37650943
329,rats,species,0.548,37650943
330,steroids,drug,0.997,37650943
331,EDC,drug,0.9814,37650943
332,estrogen,drug,0.9976,37650943
333,MLL1,gene,0.9966,37650943
334,MMSC,cell_type,0.8677,37650943
335,MMSCs,cell_line,0.889,37650943
336,ERGs,gene,0.9106,37650943
337,ERGs,gene,0.91,37650943
338,UFs,disease,0.9995,37650943
339,KRAS,DNA,0.6245,37625401
340,KRAS(G12D),gene,0.927,37625401
341,G12D,DNA,0.573,37625401
342,G12D,mutation,,37625401
343,KRAS(G12D),DNA,0.596,37625401
344,KRAS(G12D) mutation,gene,0.9546,37625401
345,G12D,mutation,,37625401
346,pancreatic adenocarcinomas,disease,1.0,37625401
347,PDAC,disease,1.0,37625401
348,KRAS(G12D) mutant protein,gene,0.937,37625401
349,G12D,mutation,,37625401
350,MRTX1133,drug,0.999,37625401
351,KRAS,DNA,0.636,37625401
352,KRAS(G12D),gene,0.992,37625401
353,G12D,mutation,,37625401
354,PDAC,disease,0.996,37625401
355,tumor,disease,0.998,37625401
356,KRAS,gene,0.989,37625401
357,G12D,mutation,,37625401
358,PDAC,disease,0.999,37625401
359,MRTX1133,drug,0.998,37625401
360,PDAC,disease,0.9985,37625401
361,CD8(+) effector T cells,cell_type,0.6816,37625401
362,cancer-associated fibroblasts,cell_type,0.824,37625401
363,cancer,disease,0.987,37625401
364,MRTX1133,drug,0.999,37625401
365,PanINs,disease,1.0,37625401
366,PDAC,disease,0.9995,37625401
367,PDAC,disease,0.995,37625401
368,CD8(+) T cells,cell_type,0.8145,37625401
369,CD8(+),gene,0.9644,37625401
370,MRTX1133,drug,0.9883,37625401
371,PDAC,disease,0.9995,37625401
372,KRAS,DNA,0.7803,37625401
373,KRAS(G12D),gene,0.973,37625401
374,G12D,mutation,,37625401
375,PDAC,disease,0.9976,37625401
376,human,species,0.902,37625401
377,patient,species,0.4717,37625401
378,FAS,gene,0.9824,37625401
379,cancer cells,cell_type,0.8687,37625401
380,cancer,disease,0.9688,37625401
381,CD8(+) T cell,cell_type,0.7163,37625401
382,MRTX1133,drug,0.997,37625401
383,ICB,drug,0.9883,37625401
384,ILT4,gene,0.9927,37622462
385,glucose,drug,0.992,37622462
386,tumor,disease,0.9976,37622462
387,Triple-negative breast cancer,disease,1.0,37622462
388,TNBC,disease,1.0,37622462
389,breast cancer,disease,1.0,37622462
390,tumor,disease,1.0,37622462
391,TNBC,disease,0.995,37622462
392,Immunoglobulin-like transcript 4,gene,0.997,37622462
393,ILT4,gene,0.9946,37622462
394,LILRB2,gene,0.9917,37622462
395,myeloid suppressor,cell_type,0.672,37622462
396,ILT4,gene,0.9893,37622462
397,lung cancer cells,cell_type,0.5664,37622462
398,lung cancer,disease,0.9956,37622462
399,tumor,disease,1.0,37622462
400,ILT4,gene,0.9917,37622462
401,breast cancer,disease,1.0,37622462
402,patient,species,0.959,37622462
403,TNBC,disease,0.9688,37622462
404,ILT4,gene,0.995,37622462
405,breast cancer,disease,0.999,37622462
406,ILT4,gene,0.995,37622462
407,TNBC cell,cell_line,0.6675,37622462
408,TNBC,disease,0.9966,37622462
409,tumor,disease,0.976,37622462
410,ILT4,gene,0.9893,37622462
411,tumor cells,cell_type,0.7573,37622462
412,tumor,disease,0.9985,37622462
413,AKT,gene,0.9976,37622462
414,mTOR,gene,0.998,37622462
415,glucose,drug,0.9995,37622462
416,glucose transporter 3,gene,0.941,37622462
417,GLUT3,gene,0.9946,37622462
418,SLC2A3,gene,0.9863,37622462
419,pyruvate,drug,0.977,37622462
420,pyruvate kinase muscle 2,gene,0.9956,37622462
421,PKM2,gene,0.9907,37622462
422,PKM,gene,0.997,37622462
423,ILT4,gene,0.9785,37622462
424,TNBC,disease,0.8477,37622462
425,tumor,disease,0.9873,37622462
426,GLUT3,gene,0.977,37622462
427,PKM2,gene,0.993,37622462
428,TNBC,disease,0.9995,37622462
429,TNBC,disease,0.9985,37622462
430,ILT4,gene,0.9907,37622462
431,tumor,cell_type,0.6973,37620043
432,BANF1,gene,0.9883,37620043
433,BANF1,gene,0.9937,37620043
434,cyclic GMP,drug,0.93,37620043
435,cyclic GMP-AMP synthase,gene,0.9966,37620043
436,cGAS,gene,0.994,37620043
437,genomic self-DNA,DNA,0.8584,37620043
438,BANF1,gene,0.9907,37620043
439,tumor,disease,1.0,37620043
440,BANF1,gene,0.9795,37620043
441,Cancer,disease,0.987,37620043
442,BANF1,gene,0.995,37620043
443,patients,species,0.9883,37620043
444,immune cell,cell_type,0.6816,37620043
445,tumor,disease,0.997,37620043
446,tumor,cell_type,0.5693,37620043
447,BANF1,gene,0.977,37620043
448,programmed cell death protein-1,gene,0.93,37620043
449,PD-1,gene,0.9966,37620043
450,MC38,disease,0.813,37620043
451,B16F10 tumor models,cell_line,0.7295,37620043
452,tumor,disease,0.9106,37620043
453,mice,species,0.9683,37620043
454,T cells,cell_type,0.9194,37620043
455,BANF1,gene,0.9897,37620043
456,tumor,disease,1.0,37620043
457,RNA,RNA,0.4194,37620043
458,BANF1,gene,0.9854,37620043
459,BANF1,gene,0.9937,37620043
460,tumor,disease,1.0,37620043
461,immune cell,cell_type,0.721,37620043
462,BANF1,gene,0.988,37620043
463,tumor cells,cell_type,0.8936,37620043
464,tumor,disease,0.9756,37620043
465,tumor,disease,0.9985,37620043
466,mice,species,0.8823,37620043
467,melanoma and,disease,0.894,37620043
468,colon cancer,disease,0.942,37620043
469,patients,species,0.9756,37620043
470,BANF1,gene,0.99,37620043
471,BANF1,gene,0.9937,37620043
472,cGAS,gene,0.9946,37620043
473,synthase,gene,0.9775,37620043
474,stimulator of interferon genes,gene,0.826,37620043
475,interferon genes,DNA,0.638,37620043
476,cGAS,gene,0.9976,37620043
477,STING,gene,0.997,37620043
478,tumor,disease,1.0,37620043
479,CD8(,cell_line,0.5977,37620043
480,CD8(+) T cell,cell_type,0.7974,37620043
481,CD8(+),gene,0.971,37620043
482,myeloid,cell_line,0.786,37620043
483,myeloid-derived suppressor cell,cell_type,0.874,37620043
484,BANF1,gene,0.993,37620043
485,cGAS,gene,0.9824,37620043
486,STING,gene,0.9956,37620043
487,BANF1,gene,0.99,37620043
488,cancer,disease,1.0,37620043
489,BANF1,gene,0.992,37620043
490,mice,species,0.965,37616368
491,long noncoding RNA,RNA,0.783,37616368
492,lncRNA,RNA,0.6914,37616368
493,Snhg9,gene,0.992,37616368
494,small nucleolar RNA host gene 9,gene,0.998,37616368
495,small intestinal epithelial cells,cell_type,0.907,37616368
496,Snhg9,gene,0.9897,37616368
497,peroxisome proliferator-activated receptor,gene,0.998,37616368
498,PPAR,gene,0.995,37616368
499,PPAR,gene,0.9946,37616368
500,sirtuin 1,gene,0.997,37616368
501,CCAR2,gene,0.9976,37616368
502,Snhg9,gene,0.9766,37616368
503,mice,species,0.977,37616368
504,obesity,disease,0.937,37616368
505,Snhg9,gene,0.986,37616368
506,myeloid cells,cell_line,0.87,37616368
507,group,cell_line,0.4858,37616368
508,group 3 innate lymphoid cells,cell_type,0.8486,37616368
509,lncRNA,RNA,0.71,37616368
510,S100A8,gene,0.994,37610870
511,A9,gene,0.985,37610870
512,alarmin,gene,0.8926,37610870
513,myeloid-derived suppressor cells,cell_type,0.8555,37610870
514,MDSCs,cell_type,0.843,37610870
515,tumor,disease,0.9014,37610870
516,MDSC,cell_type,0.891,37610870
517,autoimmune diseases,disease,1.0,37610870
518,S100A8,gene,0.7476,37610870
519,A9,gene,0.997,37610870
520,myeloid cells,cell_type,0.881,37610870
521,autoimmune arthritis,disease,1.0,37610870
522,myeloid precursors,cell_line,0.757,37610870
523,myeloid,cell_type,0.4978,37610870
524,S100-alarmins,gene,0.989,37610870
525,MDSCs,cell_type,0.7217,37610870
526,Toll-like receptor 4,gene,0.994,37610870
527,S100A8,gene,0.984,37610870
528,A9,gene,0.989,37610870
529,collagen-induced arthritis,disease,0.9995,37610870
530,collagen,gene,0.954,37610870
531,MDSCs,cell_type,0.9155,37610870
532,S100-induced MDSCs,cell_line,0.8037,37610870
533,S100,gene,0.971,37610870
534,-induced MDSCs,cell_type,0.614,37610870
535,MDSC,cell_type,0.5137,37610870
536,arthritis,disease,1.0,37610870
537,S100A8,gene,0.9946,37610870
538,MDSCs,cell_type,0.901,37610870
539,S100A9ko,gene,0.9976,37610870
540,mice,species,0.9478,37610870
541,T,cell_type,0.9077,37610870
542,autoimmune arthritis,disease,1.0,37610870
543,TAK-981,drug,0.9985,37608777
544,subasumstat,drug,0.998,37608777
545,5-azacitidine,drug,0.997,37608777
546,Acute Myeloid Leukemias,disease,1.0,37608777
547,AML,disease,1.0,37608777
548,hematomalignancies,disease,1.0,37608777
549,leukemogenesis,disease,0.63,37608777
550,AML,disease,1.0,37608777
551,TAK-981,drug,0.9995,37608777
552,subasumstat,drug,0.993,37608777
553,leukemic,disease,0.7437,37608777
554,AML,disease,1.0,37608777
555,TAK-981,drug,0.9976,37608777
556,AML cell lines,cell_line,0.942,37608777
557,AML,disease,0.8716,37608777
558,patient blast cells,cell_type,0.765,37608777
559,mice,species,0.8696,37608777
560,normal hematopoietic cells,cell_type,0.8374,37608777
561,5-azacitidine,drug,0.9985,37608777
562,AZA,drug,0.9985,37608777
563,BCL-2,gene,0.997,37608777
564,venetoclax,drug,0.959,37608777
565,AML,disease,1.0,37608777
566,patients,species,0.9966,37608777
567,TAK-981,drug,0.9995,37608777
568,AZA,drug,0.998,37608777
569,leukemic,disease,0.959,37608777
570,AZA,drug,0.9946,37608777
571,venetoclax,drug,0.999,37608777
572,TAK-981,drug,0.999,37608777
573,AZA,drug,0.996,37608777
574,leukemic cells,cell_type,0.8584,37608777
575,leukemic,disease,1.0,37608777
576,TAK-981,drug,0.9995,37608777
577,AZA,drug,0.9985,37608777
578,genes,DNA,0.7397,37608777
579,type I interferon,gene,0.9966,37608777
580,IFN-I,gene,0.997,37608777
581,AML cells,cell_line,0.732,37608777
582,AML,disease,0.9985,37608777
583,TAK-981,drug,0.999,37608777
584,AZA,drug,0.9976,37608777
585,Natural Killer (NK)-activating ligands,gene,0.8936,37608777
586,MICA/B,gene,0.9907,37608777
587,ICAM-,gene,0.9805,37608777
588,AML cells,cell_line,0.972,37608777
589,AML,disease,0.997,37608777
590,TAK-981,drug,0.9995,37608777
591,AZA,drug,0.999,37608777
592,-treated AML cells,cell_line,0.9736,37608777
593,NKs,cell_type,0.822,37608777
594,TAK-981,drug,0.9893,37608777
595,AML cells,cell_line,0.6543,37608777
596,AML,disease,0.9995,37608777
597,AZA,drug,0.996,37608777
598,Pyruvate,drug,0.9976,37591854
599,persistent leukaemic stem,cell_line,0.948,37591854
600,leukaemia,disease,1.0,37591854
601,tyrosine,drug,0.9727,37591854
602,tyrosine kinase,gene,0.96,37591854
603,imatinib,drug,0.9966,37591854
604,chronic myeloid leukaemia,disease,1.0,37591854
605,CML,disease,1.0,37591854
606,patients,species,0.956,37591854
607,leukemic,cell_type,0.864,37591854
608,stem cells,cell_type,0.3562,37591854
609,LSCs,cell_line,0.8223,37591854
610,TKI-treated CML LSCs,cell_line,0.757,37591854
611,CML LSCs,cell_type,0.73,37591854
612,CML,disease,0.55,37591854
613,patient-derived CML LSCs,cell_line,0.767,37591854
614,patient,species,0.9365,37591854
615,LSCs,cell_type,0.762,37591854
616,pyruvate,drug,0.992,37591854
617,mitochondrial pyruvate carrier 1/2,gene,0.9966,37591854
618,pyruvate,drug,0.9937,37591854
619,MPC1/2,gene,0.997,37591854
620,pyruvate,drug,0.995,37591854
621,pyruvate carboxylase,gene,0.994,37591854
622,PC,gene,0.999,37591854
623,imatinib,drug,0.9893,37591854
624,BCR,gene,0.9976,37591854
625,ABL1,gene,0.9985,37591854
626,LSC,cell_type,0.69,37591854
627,pyruvate,drug,0.996,37591854
628,imatinib,drug,0.9873,37591854
629,pyruvate,drug,0.9985,37591854
630,CML cells,cell_line,0.687,37591854
631,CML,disease,0.999,37591854
632,imatinib,drug,0.993,37591854
633,MSDC-0160,drug,0.9995,37591854
634,MPC1/2,gene,0.9976,37591854
635,pyruvate,drug,0.996,37591854
636,imatinib-resistant CML LSCs,cell_line,0.833,37591854
637,imatinib,drug,0.9976,37591854
638,pre-clinical,cell_line,0.923,37591854
639,CML,disease,1.0,37591854
640,pyruvate,drug,0.998,37591854
641,imatinib,drug,0.999,37591854
642,CML patient-derived samples,cell_type,0.658,37591854
643,CML,disease,0.9756,37591854
644,patient,species,0.9897,37591854
645,Zhx2,gene,0.7983,37582865
646,tumor-associated macrophages,cell_type,0.8667,37582865
647,tumor,disease,0.9087,37582865
648,TAMs,cell_type,0.8154,37582865
649,cancer,disease,0.9995,37582865
650,tumor,disease,1.0,37582865
651,Zinc,drug,0.9995,37582865
652,Zhx2,gene,0.995,37582865
653,macrophages,cell_type,0.853,37582865
654,Zhx2,gene,0.9917,37582865
655,macrophage,cell_type,0.832,37582865
656,TAMs,cell_type,0.7837,37582865
657,Zhx2,gene,0.988,37582865
658,macrophage,cell_type,0.773,37582865
659,Zhx2,gene,0.9917,37582865
660,IL-4,gene,0.9453,37582865
661,murine,species,0.7544,37582865
662,liver tumor,disease,0.9985,37582865
663,lactate,drug,0.9863,37582865
664,Zhx2,gene,0.991,37582865
665,TAMs,cell_type,0.8496,37582865
666,TAMs,cell_type,0.8345,37582865
667,tumor,disease,0.953,37582865
668,cancer,disease,1.0,37582865
669,ZHX2,gene,0.992,37582865
670,TAM,cell_type,0.7534,37582865
671,HCC,disease,0.9995,37582865
672,patients,species,0.9907,37582865
673,Zhx2,gene,0.9937,37582865
674,NF-B,gene,0.9927,37582865
675,p65,gene,0.75,37582865
676,Irf1 promoter,gene,0.995,37582865
677,Irf1,gene,0.985,37582865
678,macrophages,cell_type,0.8857,37582865
679,Zhx2,gene,0.996,37582865
680,macrophage,cell_type,0.8066,37582865
681,Irf1,gene,0.9946,37582865
682,cancer,disease,0.9995,37582865
683,Human TREM2-R47H,gene,0.867,37577582
684,Human,species,0.958,37577582
685,R47H,mutation,,37577582
686,Amyloid,disease,0.923,37577582
687,Alzheimer&,disease,1.0,37577582
688,AD,disease,1.0,37577582
689,that,mutation,,37577582
