,mention,obj,prob,pmid
107,CXCL12,gene,0.9816189408302307,34711015
108,mRNA,RNA,0.8623979091644287,34711015
109,CXCL12,gene,0.9873219132423401,34711015
110,AML,disease,0.9999696016311646,34711015
111,patients,species,0.9954606890678406,34711015
112,CXCL10,gene,0.9728466868400574,34711015
113,patients,species,0.9727309346199036,34711015
114,BMT,disease,0.9992160797119141,34711015
115,patients,species,0.9930770397186279,34711015
116,PLT,cell_type,0.8081167936325073,34711015
117,patients,species,0.994081437587738,34711015
118,CXCL1,gene,0.9829134345054626,34711015
119,CXCL10,gene,0.9712687134742737,34711015
120,patients,species,0.9953041076660156,34711015
121,CXCL12,gene,0.9826561212539673,34711015
122,CXCL1,gene,0.9807360172271729,34711015
123,CXCL10,gene,0.9819459319114685,34711015
124,GVHD,disease,0.6501368284225464,34711015
125,patients,species,0.9930378794670105,34711015
126,GVHD,disease,0.9999738931655884,34711015
127,AML,disease,0.9997137188911438,34711015
128,BMT,disease,0.9150107502937317,34711015
129,Porphyromonas gingivalis,species,0.9138352870941162,34547426
130,CXCL8,gene,0.9600094556808472,34547426
131,gingival,cell_line,0.5863120555877686,34547426
132,gingival epithelial cells,cell_type,0.8871893882751465,34547426
133,Bifidocaterium,species,0.7471722364425659,34547426
134,Lactobacillus,species,0.7716211676597595,34547426
135,gingival epithelial cells,cell_type,0.874880313873291,34547426
136,gingival epithelial cells,cell_type,0.8441803455352783,34547426
137,immortalized OBA-9 lineage,cell_line,0.5284916758537292,34547426
138,OBA,cell_type,0.47123029828071594,34547426
139,Bifidobacterium,species,0.84086674451828,34547426
140,Lactobacillus,species,0.8775026798248291,34547426
141,L. casei,species,0.968174934387207,34547426
142,B. pseudolongum 119,species,0.8297446966171265,34547426
143,P. gingivalis,species,0.982316255569458,34547426
144,DAPI,drug,0.8434543609619141,34547426
145,Trypan Blue,drug,0.9972869157791138,34547426
146,CXCL8,gene,0.9479371905326843,34547426
147,CXCL8 cognate receptors,gene,0.8053868412971497,34547426
148,CXCR1,gene,0.9759644269943237,34547426
149,CXCR2,gene,0.9926022887229919,34547426
150,CXCL8,gene,0.9398740530014038,34547426
151,CXCR1,gene,0.9923880100250244,34547426
152,CXCR2,gene,0.9968963861465454,34547426
153,reparixin,drug,0.9784897565841675,34547426
154,L. casei,species,0.9222655296325684,34547426
155,B. pseudolongum 119,species,0.7575129866600037,34547426
156,CXCL8,gene,0.9443252086639404,34547426
157,CXCR1,gene,0.9885848164558411,34547426
158,CXCR2,gene,0.991129994392395,34547426
159,CXCL8,gene,0.9798097610473633,34547426
160,CXCR1,gene,0.9951990842819214,34547426
161,CXCR2,gene,0.9955652952194214,34547426
162,CXCL8,gene,0.9014347195625305,34547426
163,Long non-coding RNA,RNA,0.6977829337120056,34516330
164,PCED1B,DNA,0.6524400115013123,34516330
165,PCED1B antisense RNA 1,gene,0.9632630348205566,34516330
166,gastric cancer,disease,0.9999719262123108,34516330
167,Long non-coding RNAs,RNA,0.7035760283470154,34516330
168,lncRNAs,RNA,0.7307398319244385,34516330
169,multiple cancers,disease,0.951158881187439,34516330
170,gastric cancer,disease,0.9999955892562866,34516330
171,GC,disease,1.0,34516330
172,lncRNA,RNA,0.7027852535247803,34516330
173,PCED1B antisense RNA 1,gene,0.8561299443244934,34516330
174,PCED1B-AS1,DNA,0.684122622013092,34516330
175,PCED1B-AS1,RNA,0.6591029167175293,34516330
176,PCED1B-AS1,gene,0.9971977472305298,34516330
177,GC,disease,,34516330
178,GC,disease,,34516330
179,PCED1B-AS1,gene,0.9829549789428711,34516330
180,microRNA,RNA,0.5522927641868591,34516330
181,microRNA-215-3p,gene,0.9872421026229858,34516330
182,C-X-C motif chemokine receptor 1,gene,0.997308611869812,34516330
183,CXCR1,gene,0.997745156288147,34516330
184,EdU,drug,0.5647443532943726,34516330
185,PCED1B-AS1,DNA,0.6855737566947937,34516330
186,PCED1B-AS1,gene,0.9953286051750183,34516330
187,miR,RNA,0.5214051008224487,34516330
188,miR-215-3p,gene,0.8949706554412842,34516330
189,rna,RNA,0.6384763121604919,34516330
190,luciferase reporter gene,gene,0.7211530208587646,34516330
191,PCED1B,DNA,0.8394234776496887,34516330
192,PCED1B-AS1,gene,0.9949778914451599,34516330
193,-AS1,DNA,0.40854471921920776,34516330
194,GC,disease,,34516330
195,cell lines,cell_line,0.8961470127105713,34516330
196,PCED1B,DNA,0.8295660018920898,34516330
197,PCED1B-AS1,gene,0.9946537017822266,34516330
198,tumor,disease,0.9999967813491821,34516330
199,GC,disease,,34516330
200,patients,species,0.9960153698921204,34516330
201,PCED1B,DNA,0.871599555015564,34516330
202,PCED1B-AS1,gene,0.9483758807182312,34516330
203,AS1,DNA,0.40668919682502747,34516330
204,GC cells,cell_line,0.7989509105682373,34516330
205,GC cells,cell_type,0.7553628087043762,34516330
206,GC,disease,,34516330
207,miR-215-3p,RNA,0.5468946695327759,34516330
208,miR-215-3p,gene,0.7780503630638123,34516330
209,PCED1B-AS1,gene,0.9720015525817871,34516330
210,PCED1B,DNA,0.8356375098228455,34516330
211,PCED1B-AS1,gene,0.9884732365608215,34516330
212,miR,RNA,0.6494397521018982,34516330
213,miR-215-3p,gene,0.8756778836250305,34516330
214,CXCR1,gene,0.9849663972854614,34516330
215,PCED1B,DNA,0.829318642616272,34516330
216,PCED1B-AS1,gene,0.9944174885749817,34516330
217,GC,disease,,34516330
218,miR-215,RNA,0.5069015622138977,34516330
219,CXCR1,gene,0.980901300907135,34516330
220,PCED1B-AS1,gene,0.9954593777656555,34516330
221,GC,disease,,34516330
